perfil;documento;cnpj_basico;uf;municipio_ibge;cultura_referencia;divida_ativa_total;divida_ativa_ajuizada;n_inscricoes;delta_divida_2_trimestres;flag_divida_previdenciaria;flag_divida_fgts;idade_empresa_meses;capital_social;porte;natureza_juridica;situacao_cadastral;flag_situacao_irregular;cnae_principal;flag_cnae_agro;n_filiais;n_socios;n_empresas_do_socio;n_empresas_do_socio_com_divida_ativa;n_empresas_do_socio_inaptas;n_autos_infracao;valor_multas_ambientais;flag_embargo_ativo;area_embargada_ha;volume_credito_rural_municipio;n_contratos_municipio;ticket_medio_municipio;credito_por_hectare_municipio;acionamentos_proagro_municipio;produtividade_municipal_cultura;desvio_produtividade_vs_media_5a;area_plantada_municipio_cultura;precipitacao_acumulada_ciclo;precipitacao_vs_normal_climatologica;dias_secos_consecutivos_max;anomalia_na_fase_critica;n_protestos_ativos;valor_total_protestado;dias_desde_protesto_mais_recente;n_cartorios_distintos;alvo_sintetico
limpo;66135725000103;66135725;RS;2897684;soja;0.0;0.0;0;0.0;False;False;288;11298.2;03;4014;02;False;0116401;True;0;2;1;1;0;0;0.0;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;0
limpo;20293588000126;20293588;TO;2599733;soja;0.0;0.0;0;0.0;False;False;298;22328.63;01;2054;02;False;0220901;True;1;3;0;0;0;0;0.0;False;0.0;1134944.18;1648;688.68;2399.35;;3673.1;0.0845;644740.4;;;;;;;;;0
divida_ativa;81458772000173;81458772;BA;3889457;soja;22344.53;4249.57;1;6062.7;False;False;256;2940882.14;05;4014;02;False;0115600;True;0;3;1;0;0;0;0.0;False;0.0;;;;;;3266.5;0.0304;5248.27;1073.2;0.0666;5;0.3658;0;0.0;;0;0
limpo;16832563000186;16832563;GO;2092240;soja;0.0;0.0;0;0.0;False;False;261;162632.84;05;2062;02;False;0151201;True;0;5;1;1;0;0;0.0;False;0.0;3025600.14;2445;1237.46;6478.28;;;;;;;;;;;;;1
limpo;39187415000151;39187415;PR;4168991;soja;0.0;0.0;0;0.0;False;False;480;3206354.41;01;2240;02;False;0115600;True;0;6;2;1;1;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;;;;;0
situacao_irregular;34985664000179;34985664;MT;5020745;soja;0.0;0.0;0;0.0;False;False;163;17912.78;03;2062;04;True;0133403;True;0;5;1;0;0;0;0.0;False;0.0;16832610.2;2938;5729.28;2659.43;;2865.5;-0.0685;23248.53;1087.1;-0.1985;10;0.5319;;;;;0
limpo;34452059000132;34452059;TO;5373788;soja;0.0;0.0;0;0.0;False;False;149;52631.75;03;2135;02;False;0111301;True;0;1;1;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
situacao_irregular;31516779000126;31516779;MT;4872493;soja;0.0;0.0;0;0.0;False;False;506;901828.53;05;2054;08;True;0113000;True;0;7;2;2;1;0;0.0;False;0.0;12871579.85;766;16803.63;1283.72;;2678.2;-0.0379;315502.18;1164.2;-0.4814;30;-0.3935;;;;;0
divida_ativa;26928020000110;26928020;PI;3137869;soja;685728.56;569042.08;7;329938.86;False;True;302;230472.66;03;2054;02;False;0111301;True;1;4;2;2;0;0;0.0;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;5;9656.63;788;1;0
limpo;67600736000171;67600736;TO;4589069;soja;0.0;0.0;0;0.0;False;False;191;162615.18;01;4014;02;False;0113000;True;0;3;0;0;0;0;0.0;False;0.0;2443446.14;2744;890.47;4703.19;;2024.4;-0.0039;12496.35;1038.3;-0.1626;18;-0.1071;;;;;0
passivo_ambiental_embargo;29623857000140;29623857;MG;2246509;soja;0.0;0.0;0;0.0;False;False;423;9778.6;01;2135;02;False;0210101;True;0;1;2;2;1;4;55410.1;True;1933.4;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;2;89985.07;362;2;1
limpo;10071931000134;10071931;MA;2547930;soja;134006.19;37543.09;2;5993.56;True;True;348;135052.16;01;4014;02;False;0113000;True;0;6;0;0;0;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
limpo;59874272000163;59874272;MT;1342092;soja;0.0;0.0;0;0.0;False;False;139;403907.89;05;4014;02;False;0111301;True;0;4;2;0;1;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
grupo_societario;93082165000130;93082165;PR;4542087;soja;0.0;0.0;0;0.0;False;False;136;425582.56;03;4014;02;False;0210101;True;1;8;9;1;3;0;0.0;False;0.0;2139970.45;3795;563.89;4484.0;;;;;;;;;;;;;0
limpo;77628209000129;77628209;BA;1993507;soja;0.0;0.0;0;0.0;False;False;52;1696511.05;05;2062;02;False;0116401;True;0;7;1;1;0;0;0.0;False;0.0;;;;;;3041.8;-0.0835;4445.58;1427.8;0.2926;16;-0.2083;;;;;0
limpo;62378052000153;62378052;BA;3889457;soja;0.0;0.0;0;0.0;False;False;15;2059266.11;03;4014;02;False;0220901;True;0;4;0;0;0;0;0.0;False;0.0;;;;;;3266.5;0.0304;5248.27;1073.2;0.0666;5;0.3658;2;4831.04;728;2;0
limpo;81613988000166;81613988;SP;1144522;soja;0.0;0.0;0;0.0;False;False;142;117065.9;05;2135;02;False;0116401;True;0;1;0;0;0;0;0.0;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;;;;;0
limpo;59541127000160;59541127;PR;4168991;soja;0.0;0.0;0;0.0;False;False;307;5040449.15;03;2062;02;False;0115600;True;1;4;2;2;1;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;;;;;0
limpo;88283995000196;88283995;TO;2395181;soja;0.0;0.0;0;0.0;False;False;217;311067.79;03;2135;02;False;0311601;True;0;7;1;0;0;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
limpo;74291216000190;74291216;MT;3486350;soja;0.0;0.0;0;0.0;False;False;508;52878.21;05;2135;02;False;0151201;True;0;3;0;0;0;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
divida_ativa;35212534000166;35212534;PI;4630374;soja;7627.13;3069.95;9;-1450.43;False;True;108;458054.76;03;2054;02;False;0115600;True;0;1;0;0;0;0;0.0;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;;;;;0
situacao_irregular;27740771000171;27740771;TO;1628136;soja;0.0;0.0;0;0.0;False;False;15;429303.22;05;2240;03;True;0111301;True;0;8;2;2;1;0;0.0;False;0.0;22713744.04;630;36053.56;4855.95;;;;;;;;;;;;;0
limpo;30738427000152;30738427;TO;5373788;soja;0.0;0.0;0;0.0;False;False;51;142004.61;01;4014;02;False;0151201;True;0;7;1;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;61725238000179;61725238;TO;2395181;soja;0.0;0.0;0;0.0;False;False;121;540.42;01;2062;02;False;0151201;True;0;6;0;0;0;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
situacao_irregular;91135473000151;91135473;TO;2599733;soja;0.0;0.0;0;0.0;False;False;314;242676.21;05;2240;03;True;0210101;True;1;5;2;1;1;0;0.0;False;0.0;1134944.18;1648;688.68;2399.35;;3673.1;0.0845;644740.4;;;;;;;;;0
divida_ativa;29950518000178;29950518;PR;4542087;soja;20932.01;16443.06;8;7362.2;True;True;291;994954.21;01;2062;02;False;0210101;True;3;3;0;0;0;0;0.0;False;0.0;2139970.45;3795;563.89;4484.0;;;;;;;;;;;;;0
limpo;66885777000199;66885777;MT;5020745;soja;0.0;0.0;0;0.0;False;False;257;30317.81;05;4014;02;False;0133403;True;0;4;2;1;0;0;0.0;False;0.0;16832610.2;2938;5729.28;2659.43;;2865.5;-0.0685;23248.53;1087.1;-0.1985;10;0.5319;;;;;0
limpo;39438509000156;39438509;BA;1993507;soja;0.0;0.0;0;0.0;False;False;377;897650.04;05;2054;02;False;0113000;True;1;1;0;0;0;0;0.0;False;0.0;;;;;;3041.8;-0.0835;4445.58;1427.8;0.2926;16;-0.2083;;;;;0
passivo_ambiental_auto;28703143000189;28703143;MT;4091416;soja;0.0;0.0;0;0.0;False;False;437;212916.27;01;2135;02;False;0111301;True;2;3;0;0;0;14;3816728.32;False;0.0;9930345.71;3827;2594.81;2854.45;;2593.6;0.1175;64737.72;;;;;;;;;0
divida_ativa;67003442000162;67003442;TO;2395181;soja;291470.0;173111.51;3;-80402.41;True;True;84;847923.14;01;4014;02;False;0121101;True;0;3;2;1;0;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
grupo_societario;73107095000110;73107095;TO;4589069;soja;0.0;0.0;0;0.0;False;False;165;2267895.7;05;2135;02;False;0220901;True;0;7;23;13;10;0;0.0;False;0.0;2443446.14;2744;890.47;4703.19;;2024.4;-0.0039;12496.35;1038.3;-0.1626;18;-0.1071;;;;;0
limpo;44635469000172;44635469;BA;3797806;soja;0.0;0.0;0;0.0;False;False;284;490838.37;01;4014;02;False;0121101;True;2;3;2;2;0;0;0.0;False;0.0;4577751.8;3577;1279.77;1116.86;;3266.8;-0.1381;29664.1;1160.2;-0.1501;25;-0.5722;;;;;0
limpo;34654960000197;34654960;MA;2547930;soja;0.0;0.0;0;0.0;False;False;485;11675.18;03;2054;02;False;0113000;True;0;6;2;2;1;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
limpo;58680988000167;58680988;PI;3137869;soja;0.0;0.0;0;0.0;False;False;115;266065.74;01;2135;02;False;0311601;True;0;5;0;0;0;0;0.0;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;;;;;0
limpo;14344197000190;14344197;TO;1926828;soja;0.0;0.0;0;0.0;False;False;501;877269.36;03;2062;02;False;0210101;True;0;7;2;2;0;0;0.0;False;0.0;1592038.63;3955;402.54;2086.07;;2103.1;-0.0625;2779.51;847.2;0.0075;25;0.3455;;;;;0
divida_ativa;27383462000191;27383462;PI;4630374;soja;70074.85;62822.89;9;-15360.25;False;True;397;4069.75;01;2240;02;False;0113000;True;0;8;0;0;0;0;0.0;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;;;;;1
limpo;41080809000158;41080809;PR;4168991;soja;0.0;0.0;0;0.0;False;False;519;312798.14;05;4014;02;False;0220901;True;1;6;2;1;0;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;;;;;0
limpo;67834613000103;67834613;MT;4091416;soja;17622.4;1321.65;3;2705.4;False;True;21;418505.77;01;2240;02;False;0220901;True;1;2;2;1;0;0;0.0;False;0.0;9930345.71;3827;2594.81;2854.45;;2593.6;0.1175;64737.72;;;;;;;;;0
situacao_irregular;31672470000125;31672470;SP;1144522;soja;0.0;0.0;0;0.0;False;False;477;161679.75;03;2054;03;True;0113000;True;1;8;0;0;0;0;0.0;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;0;0.0;;0;0
limpo;93172511000171;93172511;GO;2631798;soja;0.0;0.0;0;0.0;False;False;327;1543248.19;03;2062;02;False;0121101;True;0;5;1;0;0;0;0.0;False;0.0;14413700.4;13;1108746.18;6417.73;;3194.9;-0.0821;19788.09;1403.2;-0.2716;20;0.8262;;;;;0
divida_ativa;85269356000188;85269356;RS;2897684;soja;34456.63;7685.6;8;8108.35;True;True;553;529458.19;03;2062;02;False;0111301;True;0;2;0;0;0;7;4574258.02;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;0
limpo;18653222000179;18653222;TO;1926828;soja;0.0;0.0;0;0.0;False;False;123;21392.62;03;2054;02;False;0115600;True;0;8;1;0;0;0;0.0;False;0.0;1592038.63;3955;402.54;2086.07;;2103.1;-0.0625;2779.51;847.2;0.0075;25;0.3455;;;;;0
passivo_ambiental_embargo;61040965000100;61040965;GO;3355082;soja;0.0;0.0;0;0.0;False;False;61;198549.24;05;2054;02;False;0151201;True;0;3;1;0;0;13;136751.44;True;212.43;344902.69;1555;221.8;1341.28;;3426.5;-0.1292;14743.52;1302.6;0.1067;12;-0.0223;;;;;0
passivo_ambiental_auto;70588691000171;70588691;TO;5373788;soja;0.0;0.0;0;0.0;False;False;61;5507580.27;03;2240;02;False;0113000;True;0;7;2;1;1;4;956522.59;False;0.0;;;;;;;;;;;;;;;;;0
grupo_societario;68624154000198;68624154;SP;1144522;soja;0.0;0.0;0;0.0;False;False;209;2172898.27;05;2135;02;False;0210101;True;0;6;15;0;2;0;0.0;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;;;;;0
limpo;52467541000128;52467541;TO;2782512;soja;0.0;0.0;0;0.0;False;False;467;677217.08;01;2054;02;False;0311601;True;0;4;1;0;0;0;0.0;False;0.0;;;;;;2863.3;-0.1129;5150.27;910.7;0.2631;25;0.1329;;;;;0
limpo;39009455000103;39009455;SP;1144522;soja;0.0;0.0;0;0.0;False;False;378;10098329.74;05;2062;02;False;0133403;True;0;8;2;1;1;0;0.0;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;;;;;0
limpo;55073885000140;55073885;MA;1849363;soja;0.0;0.0;0;0.0;False;False;172;271529.56;05;2054;02;False;0121101;True;0;7;1;1;0;0;0.0;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;;;;;0
limpo;12204726000125;12204726;PI;3137869;soja;0.0;0.0;0;0.0;False;False;108;40077.17;01;2240;02;False;0121101;True;0;8;1;1;0;0;0.0;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;;;;;0
grupo_societario;57058571000102;57058571;RS;1296511;soja;0.0;0.0;0;0.0;False;False;411;33804.75;01;2240;02;False;0116401;True;0;5;16;8;4;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;10558017000112;10558017;BA;1993507;soja;0.0;0.0;0;0.0;False;False;537;538355.36;03;2135;02;False;0311601;True;3;4;0;0;0;0;0.0;False;0.0;;;;;;3041.8;-0.0835;4445.58;1427.8;0.2926;16;-0.2083;4;4778.78;403;1;0
passivo_ambiental_auto;87558199000156;87558199;PI;4630374;soja;0.0;0.0;0;0.0;False;False;331;23738.4;01;2135;02;False;0220901;True;0;7;2;2;1;7;71336.19;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;;;;;0
grupo_societario;37348550000106;37348550;SP;1144522;soja;0.0;0.0;0;0.0;False;False;86;122232.63;05;2135;02;False;0133403;True;0;6;3;1;0;11;73881.51;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;;;;;0
limpo;81862482000190;81862482;BA;1287110;soja;0.0;0.0;0;0.0;False;False;287;450775.23;01;4014;02;False;0111301;True;0;2;1;0;0;0;0.0;False;0.0;7170659.32;281;25518.36;5970.35;;3173.5;-0.0805;35165.31;;;;;;;;;0
limpo;76336447000106;76336447;MT;4952487;soja;0.0;0.0;0;0.0;False;False;28;304944.51;03;2062;02;False;0133403;True;2;2;0;0;0;0;0.0;False;0.0;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;;;;;0
limpo;52088657000156;52088657;BA;1993507;soja;0.0;0.0;0;0.0;False;False;188;42530.22;01;2062;02;False;0210101;True;3;8;0;0;0;0;0.0;False;0.0;;;;;;3041.8;-0.0835;4445.58;1427.8;0.2926;16;-0.2083;;;;;0
limpo;31258513000120;31258513;GO;3838683;soja;0.0;0.0;0;0.0;False;False;29;18728.71;05;4014;02;False;0113000;True;0;6;0;0;0;0;0.0;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;;;;;0
limpo;28597882000133;28597882;SP;4469177;soja;0.0;0.0;0;0.0;False;False;100;44542.41;03;2054;02;False;0133403;True;0;7;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;47726289000194;47726289;PI;1498259;soja;0.0;0.0;0;0.0;False;False;505;1277041.83;03;2054;02;False;0121101;True;0;5;2;1;0;0;0.0;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;;;;;0
limpo;57367517000130;57367517;MT;3486350;soja;0.0;0.0;0;0.0;False;False;529;173365.06;05;4014;02;False;0210101;True;0;2;0;0;0;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
limpo;34953074000164;34953074;MT;4881066;soja;0.0;0.0;0;0.0;False;False;327;1266218.9;01;2062;02;False;0210101;True;0;6;2;0;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
situacao_irregular;85382123000197;85382123;MT;4881066;soja;0.0;0.0;0;0.0;False;False;82;15551.46;05;2054;03;True;0210101;True;1;4;2;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;46831418000141;46831418;GO;2856025;soja;0.0;0.0;0;0.0;False;False;248;52748.87;05;2062;02;False;0151201;True;0;1;0;0;0;0;0.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;;;;;0
limpo;64064349000170;64064349;GO;2631798;soja;554783.81;52770.93;7;154564.4;True;False;415;350071.42;01;4014;02;False;0210101;True;0;1;2;1;1;0;0.0;False;0.0;14413700.4;13;1108746.18;6417.73;;3194.9;-0.0821;19788.09;1403.2;-0.2716;20;0.8262;5;170971.53;659;1;0
limpo;40066698000162;40066698;TO;2625906;soja;36436.39;26389.18;4;-5969.99;True;False;383;466710.52;01;2062;02;False;0151201;True;1;1;0;0;0;6;9275.25;False;0.0;7076252.67;3896;1816.29;5129.4;;4004.9;-0.3294;61983.79;1163.5;-0.1957;26;-0.2281;;;;;1
limpo;54201786000134;54201786;TO;5373788;soja;0.0;0.0;0;0.0;False;False;147;78389.27;03;2135;02;False;0311601;True;1;7;1;1;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;98754019000128;98754019;RS;2897684;soja;0.0;0.0;0;0.0;False;False;309;111295.4;05;2062;02;False;0210101;True;0;4;2;2;0;0;0.0;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;0
grupo_societario;18088890000109;18088890;PR;4542087;soja;0.0;0.0;0;0.0;False;False;113;27588.14;05;4014;02;False;0210101;True;1;5;17;14;2;0;0.0;False;0.0;2139970.45;3795;563.89;4484.0;;;;;;;;;;;;;0
situacao_irregular;39364802000116;39364802;PI;3137869;soja;0.0;0.0;0;0.0;False;False;198;3394762.76;01;2240;04;True;0121101;True;0;5;2;2;0;0;0.0;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;;;;;0
divida_ativa;42287747000112;42287747;PI;3137869;soja;53183.35;18718.24;2;23482.69;True;True;160;274570.3;03;4014;02;False;0121101;True;0;1;1;1;0;11;58314.41;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;;;;;1
limpo;35427499000100;35427499;MT;3486350;soja;0.0;0.0;0;0.0;False;False;117;279551.34;05;2062;02;False;0116401;True;2;4;2;0;0;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
limpo;18837886000198;18837886;RS;4372021;soja;0.0;0.0;0;0.0;False;False;408;2163066.16;05;2240;02;False;0133403;True;0;4;2;1;1;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
divida_ativa;22649023000164;22649023;GO;2631798;soja;256641.03;189681.01;4;-42041.38;False;True;346;420998.8;01;2054;02;False;0121101;True;0;3;2;1;0;0;0.0;False;0.0;14413700.4;13;1108746.18;6417.73;;3194.9;-0.0821;19788.09;1403.2;-0.2716;20;0.8262;;;;;0
limpo;73596407000105;73596407;MA;1813278;soja;0.0;0.0;0;0.0;False;False;23;96985.92;05;2240;02;False;0116401;True;0;3;0;0;0;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
limpo;55053851000194;55053851;PI;3137869;soja;0.0;0.0;0;0.0;False;False;379;5745.79;03;2240;02;False;0220901;True;1;8;2;0;1;0;0.0;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;;;;;0
limpo;65072076000178;65072076;PR;4168991;soja;0.0;0.0;0;0.0;False;False;447;448643.71;03;2135;02;False;0111301;True;0;7;0;0;0;0;0.0;False;0.0;;;;;;3272.2;-0.2374;11409.04;801.1;0.1095;21;-0.0934;;;;;0
passivo_ambiental_auto;83137443000156;83137443;MG;2246509;soja;0.0;0.0;0;0.0;False;False;363;761829.84;03;2240;02;False;0151201;True;0;6;1;0;0;9;24800.45;False;0.0;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;;;;;0
grupo_societario;56573258000131;56573258;RS;4372021;soja;0.0;0.0;0;0.0;False;False;159;38008.32;05;2135;02;False;0151201;True;0;2;18;9;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
limpo;89600725000124;89600725;SP;4469177;soja;0.0;0.0;0;0.0;False;False;6;143277.19;01;2240;02;False;0113000;True;0;5;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;85262472000175;85262472;BA;3889457;soja;0.0;0.0;0;0.0;False;False;448;92070.29;01;2062;02;False;0133403;True;1;4;1;1;0;0;0.0;False;0.0;;;;;;3266.5;0.0304;5248.27;1073.2;0.0666;5;0.3658;;;;;0
situacao_irregular;50536794000180;50536794;PI;3137869;soja;0.0;0.0;0;0.0;False;False;148;120928.73;05;2135;08;True;0151201;True;0;4;2;1;1;0;0.0;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;;;;;1
situacao_irregular;71895093000108;71895093;RS;4372021;soja;0.0;0.0;0;0.0;False;False;326;10025.79;03;2054;08;True;0210101;True;0;7;1;1;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;0;0.0;;0;0
grupo_societario;66494741000184;66494741;TO;2395181;soja;0.0;0.0;0;0.0;False;False;388;167958.84;01;4014;02;False;0220901;True;1;5;12;0;6;0;0.0;False;0.0;5222030.27;3113;1677.49;5412.59;;4009.6;0.3374;16612.29;725.4;0.2591;36;-0.1239;;;;;0
limpo;10798977000150;10798977;GO;2092240;soja;0.0;0.0;0;0.0;False;False;62;89129.02;01;2240;02;False;0311601;True;0;5;2;2;1;0;0.0;False;0.0;3025600.14;2445;1237.46;6478.28;;;;;;;;;;;;;0
limpo;88466030000139;88466030;MA;2547930;soja;0.0;0.0;0;0.0;False;False;513;44713409.17;01;2135;02;False;0113000;True;0;5;0;0;0;0;0.0;False;0.0;3056399.2;3421;893.42;2943.06;;3413.0;0.1153;12947.73;1079.8;-0.105;39;-0.2894;;;;;0
passivo_ambiental_auto;93706754000142;93706754;MA;1813278;soja;0.0;0.0;0;0.0;False;False;129;43475.17;01;2054;02;False;0115600;True;1;8;0;0;0;2;74632.21;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;3;61526.64;417;2;0
passivo_ambiental_auto;83379415000145;83379415;RS;2897684;soja;0.0;0.0;0;0.0;False;False;132;250819.48;03;2135;02;False;0115600;True;0;4;2;0;0;11;17513.19;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;0
limpo;99617131000180;99617131;MT;1342092;soja;0.0;0.0;0;0.0;False;False;157;227615.5;01;2240;02;False;0133403;True;0;7;0;0;0;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;1
limpo;97298206000181;97298206;TO;5373788;soja;0.0;0.0;0;0.0;False;False;148;9115.11;03;2062;02;False;0113000;True;0;4;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;18424279000104;18424279;RS;3466531;soja;0.0;0.0;0;0.0;False;False;149;331211.77;03;2240;02;False;0121101;True;0;8;2;1;1;0;0.0;False;0.0;3897875.17;1357;2872.42;4389.67;;;;;;;;;;;;;0
limpo;78045733000130;78045733;MT;4952487;soja;0.0;0.0;0;0.0;False;False;362;8240.42;01;2062;02;False;0115600;True;1;3;0;0;0;0;0.0;False;0.0;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;;;;;0
limpo;73943071000100;73943071;GO;3763424;soja;0.0;0.0;0;0.0;False;False;184;29440.45;05;2054;02;False;0121101;True;1;1;2;2;1;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;;;;;0
limpo;60240663000105;60240663;PR;4542087;soja;0.0;0.0;0;0.0;False;False;392;1102489.92;05;2135;02;False;0116401;True;0;8;0;0;0;0;0.0;False;0.0;2139970.45;3795;563.89;4484.0;;;;;;;;;;;;;0
limpo;31755295000130;31755295;BA;1287110;soja;0.0;0.0;0;0.0;False;False;104;1343229.1;01;2062;02;False;0113000;True;1;6;0;0;0;0;0.0;False;0.0;7170659.32;281;25518.36;5970.35;;3173.5;-0.0805;35165.31;;;;;6;6177.71;76;2;1
limpo;35519742000102;35519742;TO;1628136;soja;0.0;0.0;0;0.0;False;False;147;664025.62;01;2054;02;False;0121101;True;0;2;1;0;0;0;0.0;False;0.0;22713744.04;630;36053.56;4855.95;;;;;;;;;;;;;0
limpo;76936024000119;76936024;TO;5373788;soja;0.0;0.0;0;0.0;False;False;302;645324.4;05;2240;02;False;0111301;True;1;3;1;1;0;0;0.0;False;0.0;;;;;;;;;;;;;4;17560.48;592;1;0
limpo;63582355000156;63582355;TO;2625906;soja;0.0;0.0;0;0.0;False;False;275;136311.41;03;2240;02;False;0116401;True;0;1;0;0;0;0;0.0;False;0.0;7076252.67;3896;1816.29;5129.4;;4004.9;-0.3294;61983.79;1163.5;-0.1957;26;-0.2281;;;;;0
passivo_ambiental_auto;54239393000110;54239393;MT;3047606;soja;0.0;0.0;0;0.0;False;False;42;120721.83;03;2062;02;False;0121101;True;0;2;2;2;1;1;403313.1;False;0.0;3490150.22;1814;1924.01;3376.09;;;;;;;;;;;;;1
limpo;40231877000108;40231877;GO;3355082;soja;0.0;0.0;0;0.0;False;False;239;109517.98;01;2062;02;False;0115600;True;1;4;1;1;0;0;0.0;False;0.0;344902.69;1555;221.8;1341.28;;3426.5;-0.1292;14743.52;1302.6;0.1067;12;-0.0223;;;;;0
